domain	utterance	semantic_parse
weather	Considering the humid conditions, what's the sunrise for 7 Cushman Avenue?	[IN:GET_SUNRISE Considering the [SL:WEATHER humid ] conditions, what s the sunrise for [SL:LOCATION 7 Cushman Avenue ] ? ]
weather	When will the sun set, considering chilly winds at 345 Brosnan Annex?	[IN:GET_SUNSET When will the sun set, considering [SL:WEATHER chilly winds ] at [SL:LOCATION 345 Brosnan Annex ] ? ]
weather	When is sunrise at windy 126 Olympia Canyon?	[IN:GET_SUNRISE When is sunrise at [SL:WEATHER windy ] [SL:LOCATION 126 Olympia Canyon ] ? ]
weather	We should expect a chilly morning on Saturday, so dress warmly.	[IN:GET_WEATHER We should [SL:WEATHER expect a chilly morning on Saturday ] , so dress warmly . ]
weather	I wonder if Le Chatelier has snowy weather at 1146 Lakeshore Center.	[IN:GET_WEATHER I wonder if [SL:WEATHER_TEMPERATURE_UNIT Le Chatelier ] has [SL:WEATHER snowy ] weather at [SL:LOCATION 1146 Lakeshore Center ] . ]
weather	What is the location within 30 meters?	[IN:GET_LOCATION What is the location within [SL:SEARCH_RADIUS 30 meters ] ? ]
weather	Can you tell me the sunrise time at 274 Phelps Freeway?	[IN:GET_SUNRISE Can you tell me the sunrise time at [SL:LOCATION 274 Phelps Freeway ] ? ]
weather	What time is sunset at 660 Florence Turnpike?	[IN:GET_SUNSET What time is sunset at [SL:LOCATION 660 Florence Turnpike ] ? ]
weather	I'm curious about sunset at the snowy 758 Double Rock Bypass today.	[IN:GET_SUNSET I m curious about sunset at the [SL:WEATHER snowy ] [SL:LOCATION 758 Double Rock Bypass ] today . ]
weather	I wonder when sunset happens at 998 San Rafael Run on a cold day.	[IN:GET_SUNSET I wonder when sunset happens at [SL:LOCATION 998 San Rafael Run ] on a [SL:WEATHER cold ] day . ]
weather	Given the hot weather, will the sun rise at 1184 De Long Terrace?	[IN:GET_SUNRISE Given the [SL:WEATHER hot ] weather, will the sun rise at [SL:LOCATION 1184 De Long Terrace ] ? ]
weather	What time is sunrise at 1299 Edgar Shore?	[IN:GET_SUNRISE What time is sunrise at [SL:LOCATION 1299 Edgar Shore ] ? ]
weather	Can you find downtown Berlin in 100 kilometers?	[IN:GET_LOCATION Can you find [SL:LOCATION_MODIFIER downtown ] [SL:LOCATION_USER Berlin ] in [SL:SEARCH_RADIUS 100 kilometers ] ? ]
weather	Is it humid at 1079 Massasoit Crossing?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE humid ] at [SL:LOCATION 1079 Massasoit Crossing ] ? ]
weather	Toronto is situated in the desert area, right?	[IN:GET_LOCATION [SL:LOCATION_USER Toronto ] is situated [SL:LOCATION_MODIFIER in the desert ] area, right ? ]
weather	I wonder what time the sunrise will be at 860 San Lorenzo Expressway during stormy weather.	[IN:GET_SUNRISE I wonder what time the sunrise will be at [SL:LOCATION 860 San Lorenzo Expressway ] during [SL:WEATHER stormy ] weather . ]
weather	I'm trying to find Mumbai located in the city center, specifically within a 2 kilometers radius.	[IN:GET_LOCATION I m trying to find [SL:LOCATION_USER Mumbai ] located [SL:LOCATION_MODIFIER in the city center ] , specifically within a [SL:SEARCH_RADIUS 2 kilometers ] radius . ]
weather	I'm curious about the sunset time at 696 Harkness Ranch on 1982-01-01 09:58:16.360887.	[IN:GET_SUNSET I m curious about the sunset time at [SL:LOCATION 696 Harkness Ranch ] on [SL:DATE_TIME 1982-01-01 09 : 58 : 16.360887 ] . ]
weather	Can you tell me if it's humid and sunny at 282 Koret Shore?	[IN:GET_WEATHER Can you tell me if it s [SL:WEATHER_ATTRIBUTE humid ] and [SL:WEATHER sunny ] at [SL:LOCATION 282 Koret Shore ] ? ]
weather	Since it's sunny, what time does the sun set at 1216 Cook Street?	[IN:GET_SUNSET Since it s [SL:WEATHER sunny ] , what time does the sun set at [SL:LOCATION 1216 Cook Street ] ? ]
weather	Is the weather in Delisle drizzly?	[IN:GET_WEATHER Is the weather in [SL:WEATHER_TEMPERATURE_UNIT Delisle ] [SL:WEATHER_ATTRIBUTE drizzly ] ? ]
weather	Can you find me 50 kilometers at the beach?	[IN:GET_LOCATION Can you find me [SL:SEARCH_RADIUS 50 kilometers ] [SL:LOCATION_MODIFIER at the beach ] ? ]
weather	Please locate something near the beach that is within 1 mile.	[IN:GET_LOCATION Please locate something [SL:LOCATION_MODIFIER near the beach ] that is within [SL:SEARCH_RADIUS 1 mile ] . ]
weather	Can you tell me sunset time for sunny 619 Flournoy Parkway?	[IN:GET_SUNSET Can you tell me sunset time for [SL:WEATHER sunny ] [SL:LOCATION 619 Flournoy Parkway ] ? ]
weather	I'm curious about the sunrise at 640 Kittredge Arcade with the snowy weather today.	[IN:GET_SUNRISE I m curious about the sunrise at [SL:LOCATION 640 Kittredge Arcade ] with the [SL:WEATHER snowy ] weather today . ]
weather	When does the sun set today in hot 516 Baden Cove?	[IN:GET_SUNSET When does the sun set today in [SL:WEATHER hot ] [SL:LOCATION 516 Baden Cove ] ? ]
weather	What time is sunrise at 474 Charles J Brenham Green?	[IN:GET_SUNRISE What time is sunrise at [SL:LOCATION 474 Charles J Brenham Green ] ? ]
weather	Please provide the sunrise time for 2001-06-26 20:50:55.206135.	[IN:GET_SUNRISE Please provide the sunrise time for [SL:DATE_TIME 2001-06-26 20 : 50 : 55.206135 ] . ]
weather	On 1995-08-13 16:33:11.434004, it was snowy at 1081 Benton Motorway.	[IN:GET_SUNSET On [SL:DATE_TIME 1995-08-13 16 : 33 : 11.434004 ] , it was [SL:WEATHER snowy ] at [SL:LOCATION 1081 Benton Motorway ] . ]
weather	I'm curious about the sunset at 546 Highland Manor on 1985-08-24 21:19:49.712792.	[IN:GET_SUNSET I m curious about the sunset at [SL:LOCATION 546 Highland Manor ] on [SL:DATE_TIME 1985-08-24 21 : 19 : 49.712792 ] . ]
weather	Please provide the exact sunrise time for 1994-05-15 22:03:19.216011.	[IN:GET_SUNRISE Please provide the exact sunrise time for [SL:DATE_TIME 1994-05-15 22 : 03 : 19.216011 ] . ]
weather	At 1332 Boyd Court, the weather is drizzly and humid.	[IN:GET_WEATHER At [SL:LOCATION 1332 Boyd Court ] , the weather is [SL:WEATHER_ATTRIBUTE drizzly ] and [SL:WEATHER humid ] . ]
weather	Please provide the sunset time at 1050 Homewood Loop on 2013-12-12 02:36:37.795447.	[IN:GET_SUNSET Please provide the sunset time at [SL:LOCATION 1050 Homewood Loop ] on [SL:DATE_TIME 2013-12-12 02 : 36 : 37.795447 ] . ]
weather	Considering thunderstorms, what time will sunset be at 741 Drumm Highway?	[IN:GET_SUNSET Considering [SL:WEATHER thunderstorms ] , what time will sunset be at [SL:LOCATION 741 Drumm Highway ] ? ]
weather	At 1033 Goethe Route, the weather is windy and Celsius.	[IN:GET_WEATHER At [SL:LOCATION 1033 Goethe Route ] , the weather is [SL:WEATHER windy ] and [SL:WEATHER_TEMPERATURE_UNIT Celsius ] . ]
weather	Tell me if it was windy at 260 Arnold Point on 1988-01-11 22:43:09.246861.	[IN:GET_WEATHER Tell me if it was [SL:WEATHER_ATTRIBUTE windy ] at [SL:LOCATION 260 Arnold Point ] on [SL:DATE_TIME 1988-01-11 22 : 43 : 09.246861 ] . ]
weather	Given that it was overcast, what time was sunrise at 1151 Christmas Tree Point Grove on 1976-12-02 20:06:08.972206?	[IN:GET_SUNRISE Given that it was [SL:WEATHER overcast ] , what time was sunrise at [SL:LOCATION 1151 Christmas Tree Point Grove ] on [SL:DATE_TIME 1976-12-02 20 : 06 : 08.972206 ] ? ]
weather	I need to know the weather at 1251 Deems Pike on 2013-07-09 17:06:49.005223.	[IN:GET_WEATHER I need to know the weather at [SL:LOCATION 1251 Deems Pike ] on [SL:DATE_TIME 2013-07-09 17 : 06 : 49.005223 ] . ]
weather	I'm curious about the sunset time at 822 Icehouse Extension.	[IN:GET_SUNSET I m curious about the sunset time at [SL:LOCATION 822 Icehouse Extension ] . ]
weather	Can you tell me the sunset time for 774 Santa Rosa Loop?	[IN:GET_SUNSET Can you tell me the sunset time for [SL:LOCATION 774 Santa Rosa Loop ] ? ]
weather	Can you find the spot on the outskirts 15 kilometers?	[IN:GET_LOCATION Can you find the spot [SL:LOCATION_MODIFIER on the outskirts ] [SL:SEARCH_RADIUS 15 kilometers ] ? ]
weather	Could you tell me if Gas Mark is sunny?	[IN:GET_WEATHER Could you tell me if [SL:WEATHER_TEMPERATURE_UNIT Gas Mark ] is [SL:WEATHER_ATTRIBUTE sunny ] ? ]
weather	I'm curious if the weather is hot now.	[IN:GET_WEATHER I m curious if the weather is [SL:WEATHER_ATTRIBUTE hot ] now . ]
weather	Considering the stormy weather, what's the sunrise at 681 Old Mason Avenue?	[IN:GET_SUNRISE Considering the [SL:WEATHER stormy ] weather, what s the sunrise at [SL:LOCATION 681 Old Mason Avenue ] ? ]
weather	At 519 Still Bypass, it might be sunny even when stormy.	[IN:GET_WEATHER At [SL:LOCATION 519 Still Bypass ] , it might be [SL:WEATHER sunny ] even when [SL:WEATHER_ATTRIBUTE stormy ] . ]
weather	What time is sunrise at 860 Kinzey Path?	[IN:GET_SUNRISE What time is sunrise at [SL:LOCATION 860 Kinzey Path ] ? ]
weather	Can you tell me if it’s cloudy at 573 Hemway Junction?	[IN:GET_WEATHER Can you tell me if it s [SL:WEATHER cloudy ] at [SL:LOCATION 573 Hemway Junction ] ? ]
weather	I wonder if it is scorching at 1217 Martha Station.	[IN:GET_WEATHER I wonder if it is [SL:WEATHER_ATTRIBUTE scorching ] at [SL:LOCATION 1217 Martha Station ] . ]
weather	Please locate Sydney by the river, within a 1 kilometer radius.	[IN:GET_LOCATION Please locate [SL:LOCATION_USER Sydney ] [SL:LOCATION_MODIFIER by the river ] , within a [SL:SEARCH_RADIUS 1 kilometer ] radius . ]
weather	Can you find Cape Town at the beach 2 kilometers away?	[IN:GET_LOCATION Can you find [SL:LOCATION_USER Cape Town ] [SL:LOCATION_MODIFIER at the beach ] [SL:SEARCH_RADIUS 2 kilometers ] away ? ]
weather	Can we see the sunrise if it's overcast?	[IN:GET_SUNRISE Can we see the sunrise if it s [SL:WEATHER overcast ] ? ]
weather	I would like to know if 968 Bellair Creek is sunny.	[IN:GET_WEATHER I would like to know if [SL:LOCATION 968 Bellair Creek ] is [SL:WEATHER sunny ] . ]
weather	I’m looking for locations near the coast in New York within 5 miles.	[IN:GET_LOCATION I m looking for locations [SL:LOCATION_MODIFIER near the coast ] in [SL:LOCATION_USER New York ] within [SL:SEARCH_RADIUS 5 miles ] . ]
weather	I wonder when the sunset will be at 132 Cervantes Hills on this hot day.	[IN:GET_SUNSET I wonder when the sunset will be at [SL:LOCATION 132 Cervantes Hills ] on this [SL:WEATHER hot ] day . ]
weather	Please let me know when the sun rises at 858 Glenbrook Spur.	[IN:GET_SUNRISE Please let me know when the sun rises at [SL:LOCATION 858 Glenbrook Spur ] . ]
weather	I wonder if it’s really cold at 877 Macarthur Place.	[IN:GET_WEATHER I wonder if it s really [SL:WEATHER cold ] at [SL:LOCATION 877 Macarthur Place ] . ]
weather	I wonder what time sunset occurs at 471 Webb Circle.	[IN:GET_SUNSET I wonder what time sunset occurs at [SL:LOCATION 471 Webb Circle ] . ]
weather	I wonder if we should expect rain on Friday.	[IN:GET_SUNRISE I wonder if we should [SL:WEATHER expect rain on Friday ] . ]
weather	Can you tell me if 1188 Mountview Extension is chilly and windy?	[IN:GET_WEATHER Can you tell me if [SL:LOCATION 1188 Mountview Extension ] is [SL:WEATHER_ATTRIBUTE chilly ] and [SL:WEATHER windy ] ? ]
weather	I would like to know the sunset time at 1352 Troy Manor on 1984-04-17 00:20:18.123324.	[IN:GET_SUNSET I would like to know the sunset time at [SL:LOCATION 1352 Troy Manor ] on [SL:DATE_TIME 1984-04-17 00 : 20 : 18.123324 ] . ]
weather	Is it stormy at 131 Capra Point in Celsius?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE stormy ] at [SL:LOCATION 131 Capra Point ] in [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ? ]
weather	I'm curious about the sunset at 587 Don Chee Bridge on a rainy day.	[IN:GET_SUNSET I m curious about the sunset at [SL:LOCATION 587 Don Chee Bridge ] on a [SL:WEATHER rainy ] day . ]
weather	Given the stormy weather, what time will sunset be at 45 Vicksburg Mall?	[IN:GET_SUNSET Given the [SL:WEATHER stormy ] weather, what time will sunset be at [SL:LOCATION 45 Vicksburg Mall ] ? ]
weather	I wonder when the sunrise occurs at 647 Stoneridge Shore.	[IN:GET_SUNRISE I wonder when the sunrise occurs at [SL:LOCATION 647 Stoneridge Shore ] . ]
weather	What time does the sun rise at 1058 Harriet Highway on a snowy day?	[IN:GET_SUNRISE What time does the sun rise at [SL:LOCATION 1058 Harriet Highway ] on a [SL:WEATHER snowy ] day ? ]
weather	Can you find Toronto, 3 miles by the river?	[IN:GET_LOCATION Can you find [SL:LOCATION_USER Toronto ] , [SL:SEARCH_RADIUS 3 miles ] [SL:LOCATION_MODIFIER by the river ] ? ]
weather	I wonder about the sunrise time at 66 Sanchez Gardens, especially since foggy conditions are anticipated for early morning.	[IN:GET_SUNRISE I wonder about the sunrise time at [SL:LOCATION 66 Sanchez Gardens ] , especially since [SL:WEATHER foggy conditions are anticipated for early morning ] . ]
weather	I wonder about the sunrise at 836 Upper Plaza in cold weather.	[IN:GET_SUNRISE I wonder about the sunrise at [SL:LOCATION 836 Upper Plaza ] in [SL:WEATHER cold ] weather . ]
weather	Is the weather scorching or snowy?	[IN:GET_WEATHER Is the weather [SL:WEATHER_ATTRIBUTE scorching ] or [SL:WEATHER snowy ] ? ]
weather	Can you tell me the sunrise time for 1197 Escolta Bend?	[IN:GET_SUNRISE Can you tell me the sunrise time for [SL:LOCATION 1197 Escolta Bend ] ? ]
weather	What spots can you find at the airport within 1 mile of Toronto?	[IN:GET_LOCATION What spots can you find [SL:LOCATION_MODIFIER at the airport ] within [SL:SEARCH_RADIUS 1 mile ] of [SL:LOCATION_USER Toronto ] ? ]
weather	Could you tell me if it was windy and humid at 1260 Holloway Turnpike on 1973-04-30 15:09:16.209234?	[IN:GET_WEATHER Could you tell me if it was [SL:WEATHER_ATTRIBUTE windy ] and [SL:WEATHER humid ] at [SL:LOCATION 1260 Holloway Turnpike ] on [SL:DATE_TIME 1973-04-30 15 : 09 : 16.209234 ] ? ]
weather	Given that it's rainy, when will the sunset occur at 231 Second Alley?	[IN:GET_SUNSET Given that it s [SL:WEATHER rainy ] , when will the sunset occur at [SL:LOCATION 231 Second Alley ] ? ]
weather	I'm curious about the hot sunset time at 95 Marshall Rapids.	[IN:GET_SUNSET I m curious about the [SL:WEATHER hot ] sunset time at [SL:LOCATION 95 Marshall Rapids ] . ]
weather	I'm curious about sunset time at 841 Eldridge Manor when it's cloudy.	[IN:GET_SUNSET I m curious about sunset time at [SL:LOCATION 841 Eldridge Manor ] when it s [SL:WEATHER cloudy ] . ]
weather	Please provide the sunrise time for 553 Hidalgo Station on 1981-06-13 14:18:38.302678.	[IN:GET_SUNRISE Please provide the sunrise time for [SL:LOCATION 553 Hidalgo Station ] on [SL:DATE_TIME 1981-06-13 14 : 18 : 38.302678 ] . ]
weather	What time is sunrise at 714 Mcnair Square?	[IN:GET_SUNRISE What time is sunrise at [SL:LOCATION 714 Mcnair Square ] ? ]
weather	Is the temperature in Rankine during light snow?	[IN:GET_WEATHER Is the temperature in [SL:WEATHER_TEMPERATURE_UNIT Rankine ] during [SL:WEATHER light snow ] ? ]
weather	When does sunset happen at 399 Nadell Expressway, especially with the humid weather?	[IN:GET_SUNSET When does sunset happen at [SL:LOCATION 399 Nadell Expressway ] , especially with the [SL:WEATHER humid ] weather ? ]
weather	I wonder when sunset occurs at 204 Oakdale Circle during stormy weather.	[IN:GET_SUNSET I wonder when sunset occurs at [SL:LOCATION 204 Oakdale Circle ] during [SL:WEATHER stormy ] weather . ]
weather	Could you please check the Léger temperature at 848 Dock Viaduct?	[IN:GET_WEATHER Could you please check the [SL:WEATHER_TEMPERATURE_UNIT Léger ] temperature at [SL:LOCATION 848 Dock Viaduct ] ? ]
weather	I wonder when the sunset will be at 282 Russ Row this evening.	[IN:GET_SUNSET I wonder when the sunset will be at [SL:LOCATION 282 Russ Row ] this evening . ]
weather	The sunrise at 584 Dow Lake is likely during sunny weather.	[IN:GET_SUNRISE The sunrise at [SL:LOCATION 584 Dow Lake ] is likely during [SL:WEATHER sunny ] weather . ]
weather	Let me know if the weather is clear or snowy at 160 Heron Mews.	[IN:GET_WEATHER Let me know if the weather is [SL:WEATHER_ATTRIBUTE clear ] or [SL:WEATHER snowy ] at [SL:LOCATION 160 Heron Mews ] . ]
weather	At 677 Potomac Square, I wonder if it feels snowy with light rain using Delisle units.	[IN:GET_WEATHER At [SL:LOCATION 677 Potomac Square ] , I wonder if it feels [SL:WEATHER_ATTRIBUTE snowy ] with [SL:WEATHER light rain ] using [SL:WEATHER_TEMPERATURE_UNIT Delisle ] units . ]
weather	What time is sunrise at 1198 Holloway Gardens?	[IN:GET_SUNRISE What time is sunrise at [SL:LOCATION 1198 Holloway Gardens ] ? ]
weather	Can you tell me when sunrise is at 1220 Skyline Viaduct?	[IN:GET_SUNRISE Can you tell me when sunrise is at [SL:LOCATION 1220 Skyline Viaduct ] ? ]
weather	Could the sunset be affected by the stormy weather at 666 Arch Crossing?	[IN:GET_SUNSET Could the sunset be affected by the [SL:WEATHER stormy ] weather at [SL:LOCATION 666 Arch Crossing ] ? ]
weather	Can you find New York in a 1 mile radius?	[IN:GET_LOCATION Can you find [SL:LOCATION_USER New York ] in a [SL:SEARCH_RADIUS 1 mile ] radius ? ]
weather	Is it windy and foggy today?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE windy ] and [SL:WEATHER foggy ] today ? ]
weather	I would like to know the sunset time for 530 Mirabel Lake on 1980-10-16 17:28:24.793537.	[IN:GET_SUNSET I would like to know the sunset time for [SL:LOCATION 530 Mirabel Lake ] on [SL:DATE_TIME 1980-10-16 17 : 28 : 24.793537 ] . ]
weather	I would like to find out the sunrise time on 1979-12-13 19:47:21.592278 at 313 Blanche Stravenue.	[IN:GET_SUNRISE I would like to find out the sunrise time on [SL:DATE_TIME 1979-12-13 19 : 47 : 21.592278 ] at [SL:LOCATION 313 Blanche Stravenue ] . ]
weather	I wonder if 533 Paloma Creek is foggy and humid.	[IN:GET_WEATHER I wonder if [SL:LOCATION 533 Paloma Creek ] is [SL:WEATHER_ATTRIBUTE foggy ] and [SL:WEATHER humid ] . ]
weather	I expect rain this evening because of the forecast.	[IN:GET_SUNRISE I [SL:WEATHER expect rain this evening ] because of the forecast . ]
weather	I'm curious about the weather conditions in Delisle on 2003-07-23 05:06:25.381276.	[IN:GET_WEATHER I m curious about the weather conditions in [SL:WEATHER_TEMPERATURE_UNIT Delisle ] on [SL:DATE_TIME 2003-07-23 05 : 06 : 25.381276 ] . ]
weather	What is the weather like at 825 Mangels Arcade with foggy conditions in Newton?	[IN:GET_WEATHER What is the weather like at [SL:LOCATION 825 Mangels Arcade ] with [SL:WEATHER foggy ] conditions in [SL:WEATHER_TEMPERATURE_UNIT Newton ] ? ]
weather	Could you please find out if it's humid at 1051 Poppy Park during sunset?	[IN:GET_SUNSET Could you please find out if it s [SL:WEATHER humid ] at [SL:LOCATION 1051 Poppy Park ] during sunset ? ]
weather	I'm curious about the weather on 1995-07-19 13:22:10.330403 at 951 Hooper Mews.	[IN:GET_WEATHER I m curious about the weather on [SL:DATE_TIME 1995-07-19 13 : 22 : 10.330403 ] at [SL:LOCATION 951 Hooper Mews ] . ]
weather	What's the cloudy weather at Altitude?	[IN:GET_WEATHER What s the [SL:WEATHER cloudy ] weather at [SL:WEATHER_TEMPERATURE_UNIT Altitude ] ? ]
weather	I would like to know the sunset time at 605 Rebecca Court on 1999-07-05 23:31:45.148552.	[IN:GET_SUNSET I would like to know the sunset time at [SL:LOCATION 605 Rebecca Court ] on [SL:DATE_TIME 1999-07-05 23 : 31 : 45.148552 ] . ]
weather	I wonder when the sunrise will occur at 980 Gibson Mews today.	[IN:GET_SUNRISE I wonder when the sunrise will occur at [SL:LOCATION 980 Gibson Mews ] today . ]
weather	Given the foggy weather, what time is sunset at 1257 Hoffman Circle?	[IN:GET_SUNSET Given the [SL:WEATHER foggy ] weather, what time is sunset at [SL:LOCATION 1257 Hoffman Circle ] ? ]
weather	I'm curious about the sunrise at 464 Rockdale Grove when it's sunny.	[IN:GET_SUNRISE I m curious about the sunrise at [SL:LOCATION 464 Rockdale Grove ] when it s [SL:WEATHER sunny ] . ]
weather	Could you tell me if it's chilly at 177 Morrell Row on 2011-02-22 14:47:51.832844?	[IN:GET_WEATHER Could you tell me if it s [SL:WEATHER_ATTRIBUTE chilly ] at [SL:LOCATION 177 Morrell Row ] on [SL:DATE_TIME 2011-02-22 14 : 47 : 51.832844 ] ? ]
weather	I'm curious about the sunset at 1040 Automobile Square on 1976-06-09 12:39:14.213596.	[IN:GET_SUNSET I m curious about the sunset at [SL:LOCATION 1040 Automobile Square ] on [SL:DATE_TIME 1976-06-09 12 : 39 : 14.213596 ] . ]
weather	I wonder about the sunrise at 1111 Garfield Plaza during snow showers.	[IN:GET_SUNRISE I wonder about the sunrise at [SL:LOCATION 1111 Garfield Plaza ] during [SL:WEATHER snow showers ] . ]
weather	I need to find the user's location in London within 100 meters.	[IN:GET_LOCATION I need to find the user s location in [SL:LOCATION_USER London ] within [SL:SEARCH_RADIUS 100 meters ] . ]
weather	I would like to know the current weather at 719 Hagiwara Tea Garden Square, please.	[IN:GET_WEATHER I would like to know the current weather at [SL:LOCATION 719 Hagiwara Tea Garden Square ] , please . ]
weather	Given the heavy rain, will the sun rise at 254 Quebec Lake?	[IN:GET_SUNRISE Given the [SL:WEATHER heavy rain ] , will the sun rise at [SL:LOCATION 254 Quebec Lake ] ? ]
weather	Can you tell me if it's cloudy and Fahrenheit?	[IN:GET_WEATHER Can you tell me if it s [SL:WEATHER cloudy ] and [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] ? ]
weather	Can you tell me the Celsius humidity?	[IN:GET_WEATHER Can you tell me the [SL:WEATHER_TEMPERATURE_UNIT Celsius ] [SL:WEATHER_ATTRIBUTE humid ] ity ? ]
weather	On 2019-11-16 22:45:00.074564, it was drizzling in Rankine.	[IN:GET_WEATHER On [SL:DATE_TIME 2019-11-16 22 : 45 : 00.074564 ] , it was [SL:WEATHER_ATTRIBUTE drizzling ] in [SL:WEATHER_TEMPERATURE_UNIT Rankine ] . ]
weather	Could you tell me the sunrise time for 585 Forest View Pass?	[IN:GET_SUNRISE Could you tell me the sunrise time for [SL:LOCATION 585 Forest View Pass ] ? ]
weather	Can you tell me when the sun rises at 1028 Great Route?	[IN:GET_SUNRISE Can you tell me when the sun rises at [SL:LOCATION 1028 Great Route ] ? ]
weather	Can you find Sydney within 10 kilometers?	[IN:GET_LOCATION Can you find [SL:LOCATION_USER Sydney ] within [SL:SEARCH_RADIUS 10 kilometers ] ? ]
weather	I would like to know the sunset time at 1107 Maynard Lodge on 2001-05-15 20:33:21.499351.	[IN:GET_SUNSET I would like to know the sunset time at [SL:LOCATION 1107 Maynard Lodge ] on [SL:DATE_TIME 2001-05-15 20 : 33 : 21.499351 ] . ]
weather	What time is sunset at 594 Tamalpais Annex?	[IN:GET_SUNSET What time is sunset at [SL:LOCATION 594 Tamalpais Annex ] ? ]
weather	I would like to know the sunset time at 677 Northwood Route.	[IN:GET_SUNSET I would like to know the sunset time at [SL:LOCATION 677 Northwood Route ] . ]
weather	I wonder when the sun will rise at 1160 Thomas Bend tomorrow.	[IN:GET_SUNRISE I wonder when the sun will rise at [SL:LOCATION 1160 Thomas Bend ] tomorrow . ]
weather	Are you in Paris at the airport?	[IN:GET_LOCATION Are you in [SL:LOCATION_USER Paris ] [SL:LOCATION_MODIFIER at the airport ] ? ]
weather	What time is sunset at 1191 Eve Hills?	[IN:GET_SUNSET What time is sunset at [SL:LOCATION 1191 Eve Hills ] ? ]
weather	Despite the stormy weather, what time does the sun rise at 571 Rodriguez Grove?	[IN:GET_SUNRISE Despite the [SL:WEATHER stormy ] weather, what time does the sun rise at [SL:LOCATION 571 Rodriguez Grove ] ? ]
weather	What time is sunrise at 765 Avenue I Crescent?	[IN:GET_SUNRISE What time is sunrise at [SL:LOCATION 765 Avenue I Crescent ] ? ]
weather	I'm interested in the weather at 1096 Samoset Junction for Gas Mark.	[IN:GET_WEATHER I m interested in the weather at [SL:LOCATION 1096 Samoset Junction ] for [SL:WEATHER_TEMPERATURE_UNIT Gas Mark ] . ]
weather	I need to know if it's sleet and humid at 1235 Downey Crossing, in Réaumur.	[IN:GET_WEATHER I need to know if it s [SL:WEATHER_ATTRIBUTE sleet ] and [SL:WEATHER humid ] at [SL:LOCATION 1235 Downey Crossing ] , in [SL:WEATHER_TEMPERATURE_UNIT Réaumur ] . ]
weather	I am curious about the sunrise at 147 Inverness Annex on 1988-10-22 08:51:32.608944.	[IN:GET_SUNRISE I am curious about the sunrise at [SL:LOCATION 147 Inverness Annex ] on [SL:DATE_TIME 1988-10-22 08 : 51 : 32.608944 ] . ]
weather	I'm curious about the sunrise at 812 Recycle Shore on 1971-08-15 16:08:39.955924.	[IN:GET_SUNRISE I m curious about the sunrise at [SL:LOCATION 812 Recycle Shore ] on [SL:DATE_TIME 1971-08-15 16 : 08 : 39.955924 ] . ]
weather	I need a location in Berlin, close to the river, within 20 meters.	[IN:GET_LOCATION I need a location in [SL:LOCATION_USER Berlin ] , [SL:LOCATION_MODIFIER close to the river ] , within [SL:SEARCH_RADIUS 20 meters ] . ]
weather	Could you tell me if 873 Sixth Place is hot?	[IN:GET_WEATHER Could you tell me if [SL:LOCATION 873 Sixth Place ] is [SL:WEATHER hot ] ? ]
weather	I need to know when the sun rises at 459 Faxon Ranch.	[IN:GET_SUNRISE I need to know when the sun rises at [SL:LOCATION 459 Faxon Ranch ] . ]
weather	Please search for locations near the coast within 10 kilometers of Tokyo.	[IN:GET_LOCATION Please search for locations [SL:LOCATION_MODIFIER near the coast ] within [SL:SEARCH_RADIUS 10 kilometers ] of [SL:LOCATION_USER Tokyo ] . ]
weather	Can you tell me the sunset for 1976-01-07 19:35:42.788151?	[IN:GET_SUNSET Can you tell me the sunset for [SL:DATE_TIME 1976-01-07 19 : 35 : 42.788151 ] ? ]
weather	Please locate an area in the mountains within 5 miles of Los Angeles.	[IN:GET_LOCATION Please locate an area [SL:LOCATION_MODIFIER in the mountains ] within [SL:SEARCH_RADIUS 5 miles ] of [SL:LOCATION_USER Los Angeles ] . ]
weather	What's the weather at 1245 Cutler Field?	[IN:GET_WEATHER What s the weather at [SL:LOCATION 1245 Cutler Field ] ? ]
weather	I'm curious about the sunset time at 1282 Armory Row when it's cold.	[IN:GET_SUNSET I m curious about the sunset time at [SL:LOCATION 1282 Armory Row ] when it s [SL:WEATHER cold ] . ]
weather	I wonder if the weather in Rømer is both foggy and windy.	[IN:GET_WEATHER I wonder if the weather in [SL:WEATHER_TEMPERATURE_UNIT Rømer ] is both [SL:WEATHER_ATTRIBUTE foggy ] and [SL:WEATHER windy ] . ]
weather	Please check for locations at the airport, 5 kilometers away.	[IN:GET_LOCATION Please check for locations [SL:LOCATION_MODIFIER at the airport ] , [SL:SEARCH_RADIUS 5 kilometers ] away . ]
weather	I wonder if the forecast says it's overcast and hot.	[IN:GET_WEATHER I wonder if the forecast says it s [SL:WEATHER_ATTRIBUTE overcast ] and [SL:WEATHER hot ] . ]
weather	The sunrise at 875 Ship Estate occurs during hot weather.	[IN:GET_SUNRISE The sunrise at [SL:LOCATION 875 Ship Estate ] occurs during [SL:WEATHER hot ] weather . ]
weather	What time is sunset at 34 Filbert Station?	[IN:GET_SUNSET What time is sunset at [SL:LOCATION 34 Filbert Station ] ? ]
