domain	utterance	semantic_parse
weather	Can you tell me the Gas Mark humidity for 986 Lansing Parkway?	[IN:GET_WEATHER Can you tell me the [SL:WEATHER_TEMPERATURE_UNIT Gas Mark ] [SL:WEATHER humid ] ity for [SL:LOCATION 986 Lansing Parkway ] ? ]
weather	Is the weather at 1124 Halibut Center stormy?	[IN:GET_WEATHER Is the weather at [SL:LOCATION 1124 Halibut Center ] [SL:WEATHER_ATTRIBUTE stormy ] ? ]
weather	Can you let me know the sunset time for 2002-06-30 18:20:48.482017?	[IN:GET_SUNSET Can you let me know the sunset time for [SL:DATE_TIME 2002-06-30 18 : 20 : 48.482017 ] ? ]
weather	At 205 Laguna Honda Park, it's cloudy and drizzling in Kelvin.	[IN:GET_WEATHER At [SL:LOCATION 205 Laguna Honda Park ] , it 's [SL:WEATHER cloudy ] and [SL:WEATHER_ATTRIBUTE drizzling ] in [SL:WEATHER_TEMPERATURE_UNIT Kelvin ] . ]
weather	I wonder what time sunrise occurred at 62 Larch Glen on 1985-05-27 03:50:45.811468.	[IN:GET_SUNRISE I wonder what time sunrise occurred at [SL:LOCATION 62 Larch Glen ] on [SL:DATE_TIME 1985-05-27 03 : 50 : 45.811468 ] . ]
weather	The sunrise today at 447 Ford Turnpike is humid.	[IN:GET_SUNRISE The sunrise today at [SL:LOCATION 447 Ford Turnpike ] is [SL:WEATHER humid ] . ]
weather	Could it be sunny and Léger today?	[IN:GET_WEATHER Could it be [SL:WEATHER sunny ] and [SL:WEATHER_TEMPERATURE_UNIT Léger ] today ? ]
weather	I'm curious about the sunrise time at 779 Keystone Circle on a cold day.	[IN:GET_SUNRISE I 'm curious about the sunrise time at [SL:LOCATION 779 Keystone Circle ] on a [SL:WEATHER cold ] day . ]
weather	Are you in Cape Town at the park?	[IN:GET_LOCATION Are you in [SL:LOCATION_USER Cape Town ] [SLLOCATION_MODIFIER at the park ] ? ]
weather	On 2025-01-14 22:24:14.210301, stormy weather affects sunrise at 692 Sedgewick Lake.	[IN:GET_SUNRISE On [SL:DATE_TIME 2025-01-14 22 : 24 : 14.210301 ] , [SL:WEATHER stormy ] weather affects sunrise at [SL:LOCATION 692 Sedgewick Lake ] . ]
weather	I'm curious about the weather forecast for 339 Escolta Path.	[IN:GET_WEATHER I 'm curious about the weather forecast for [SL:LOCATION 339 Escolta Path ] . ]
weather	What's the humid weather at 1331 Heron Square in Fahrenheit?	[IN:GET_WEATHER What 's the [SL:WEATHER humid ] weather at [SL:LOCATION 1331 Heron Square ] in [SL:WEATHER_TEMPERATURE_UNIT Fahrenheit ] ? ]
weather	Can you tell me the sunrise time at 109 San Gabriel Bayou on a sunny day?	[IN:GET_SUNRISE Can you tell me the sunrise time at [SL:LOCATION 109 San Gabriel Bayou ] on a [SL:WEATHER sunny ] day ? ]
weather	I wonder if the foggy weather affects the sunset at 326 Lettuce Landing.	[IN:GET_SUNSET I wonder if the [SL:WEATHER foggy ] weather affects the sunset at [SL:LOCATION 326 Lettuce Landing ] . ]
weather	Could you tell me if it was drizzly and stormy on 1996-04-01 04:01:38.559367?	[IN:GET_WEATHER Could you tell me if it was [SL:WEATHER_ATTRIBUTE drizzly ] and [SL:WEATHER stormy ] on [SL:DATE_TIME 1996-04-01 04 : 01 : 38.559367 ] ? ]
weather	I need to know the sunset at 76 West Portal Cove on 2002-06-25 10:33:20.242808.	[IN:GET_SUNSET I need to know the sunset at [SL:LOCATION 76 West Portal Cove ] on [SL:DATE_TIME 2002-06-25 10 : 33 : 20.242808 ] . ]
weather	I’d like to know the weather at 319 San Carlos Turnpike on 1985-07-22 22:56:25.327410.	[IN:GET_WEATHER I’d like to know the weather at [SL:LOCATION 319 San Carlos Turnpike ] on [SL:DATE_TIME 1985-07-22 22 : 56 : 25.327410 ] . ]
weather	Is the sunset at 451 Case Row snowy?	[IN:GET_SUNSET Is the sunset at [SL:LOCATION 451 Case Row ] [SL:WEATHER snowy ] ? ]
weather	Is the sunrise during overcast weather?	[IN:GET_SUNRISE Is the sunrise during [SL:WEATHER overcast ] weather ? ]
weather	I need to identify a place 200 meters in the suburbs of Mumbai.	[IN:GET_LOCATION I need to identify a place [SL:SEARCH_RADIUS 200 meters ] [SLLOCATION_MODIFIER in the suburbs ] of [SL:LOCATION_USER Mumbai ] . ]
weather	What time is sunrise at 1103 Junipero Serra Arcade?	[IN:GET_SUNRISE What time is sunrise at [SL:LOCATION 1103 Junipero Serra Arcade ] ? ]
weather	Could you tell me if 888 Hangah Field is humid?	[IN:GET_WEATHER Could you tell me if [SL:LOCATION 888 Hangah Field ] is [SL:WEATHER_ATTRIBUTE humid ] ? ]
weather	Can you tell me the sunrise time for 476 Medau Arcade?	[IN:GET_SUNRISE Can you tell me the sunrise time for [SL:LOCATION 476 Medau Arcade ] ? ]
weather	What is the temperature in Reaumur?	[IN:GET_WEATHER What is the temperature in [SL:WEATHER_TEMPERATURE_UNIT Reaumur ] ? ]
weather	I'm looking for a place in the countryside within 1 kilometer.	[IN:GET_LOCATION I 'm looking for a place [SLLOCATION_MODIFIER in the countryside ] within [SL:SEARCH_RADIUS 1 kilometer ] . ]
weather	I'm looking for something specific 5 miles on the outskirts.	[IN:GET_LOCATION I 'm looking for something specific [SL:SEARCH_RADIUS 5 miles ] [SLLOCATION_MODIFIER on the outskirts ] . ]
weather	Is it snowy at 994 Lendrum Avenue Celsius?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE snowy ] at [SL:LOCATION 994 Lendrum Avenue ] [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ? ]
weather	Can we see the sunset at foggy 1061 Pico Park?	[IN:GET_SUNSET Can we see the sunset at [SL:WEATHER foggy ] [SL:LOCATION 1061 Pico Park ] ? ]
weather	I hope you find peace in the countryside.	[IN:GET_LOCATION I hope you find peace [SLLOCATION_MODIFIER in the countryside ] . ]
weather	Considering the cold weather, what time is sunrise at 524 Oakdale Trail?	[IN:GET_SUNRISE Considering the [SL:WEATHER cold ] weather, what time is sunrise at [SL:LOCATION 524 Oakdale Trail ] ? ]
weather	Can you tell me the sunset time for 577 Munich Square?	[IN:GET_SUNSET Can you tell me the sunset time for [SL:LOCATION 577 Munich Square ] ? ]
weather	Could it be overcast at 695 Malta Lake?	[IN:GET_WEATHER Could it be [SL:WEATHER_ATTRIBUTE overcast ] at [SL:LOCATION 695 Malta Lake ] ? ]
weather	Is there a location in New York 50 kilometers near the coast?	[IN:GET_LOCATION Is there a location in [SL:LOCATION_USER New York ] [SL:SEARCH_RADIUS 50 kilometers ] [SLLOCATION_MODIFIER near the coast ] ? ]
weather	Can we expect a snowy sunrise at 952 Carmel Pike?	[IN:GET_SUNRISE Can we expect a [SL:WEATHER snowy ] sunrise at [SL:LOCATION 952 Carmel Pike ] ? ]
weather	Given the cloudy weather, when does the sun rise at 1208 Hulbert Annex?	[IN:GET_SUNRISE Given the [SL:WEATHER cloudy ] weather, when does the sun rise at [SL:LOCATION 1208 Hulbert Annex ] ? ]
weather	Can you tell me the location in a 20 meters range?	[IN:GET_LOCATION Can you tell me the location in a [SL:SEARCH_RADIUS 20 meters ] range ? ]
weather	I'm curious about the sunset on 2002-02-02 21:48:22.443049 at 855 Loyola Estate.	[IN:GET_SUNSET I 'm curious about the sunset on [SL:DATE_TIME 2002-02-02 21 : 48 : 22.443049 ] at [SL:LOCATION 855 Loyola Estate ] . ]
weather	I wonder if you are in the mountains today.	[IN:GET_LOCATION I wonder if you are [SLLOCATION_MODIFIER in the mountains ] today . ]
weather	Given the humid weather, is the sunset at 800 Juan Bautista Glen?	[IN:GET_SUNSET Given the [SL:WEATHER humid ] weather, is the sunset at [SL:LOCATION 800 Juan Bautista Glen ] ? ]
weather	Are there locations in a 25 kilometers range?	[IN:GET_LOCATION Are there locations in a [SL:SEARCH_RADIUS 25 kilometers ] range ? ]
weather	I would love to know what time the sunrise is.	[IN:GET_SUNRISE I would love to know what time the sunrise is . ]
weather	Can you find locations in Paris, 30 kilometers distant?	[IN:GET_LOCATION Can you find locations in [SL:LOCATION_USER Paris ] , [SL:SEARCH_RADIUS 30 kilometers ] distant ? ]
weather	Could you tell me if it's windy outside?	[IN:GET_WEATHER Could you tell me if it 's [SL:WEATHER windy ] outside ? ]
weather	When the weather is foggy, what time does the sun set at 538 Church Access Hills?	[IN:GET_SUNSET When the weather is [SL:WEATHER foggy ] , what time does the sun set at [SL:LOCATION 538 Church Access Hills ] ? ]
weather	What is the windy weather in Celsius?	[IN:GET_WEATHER What is the [SL:WEATHER windy ] weather in [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ? ]
weather	I would like to know what is available within 5 kilometers of Cape Town.	[IN:GET_LOCATION I would like to know what is available within [SL:SEARCH_RADIUS 5 kilometers ] of [SL:LOCATION_USER Cape Town ] . ]
weather	I wonder about the sunrise at 156 Sargent Pass during foggy weather.	[IN:GET_SUNRISE I wonder about the sunrise at [SL:LOCATION 156 Sargent Pass ] during [SL:WEATHER foggy ] weather . ]
weather	Is it windy at 622 Farview Hills?	[IN:GET_SUNSET Is it [SL:WEATHER windy ] at [SL:LOCATION 622 Farview Hills ] ? ]
weather	What's the weather like at 904 Tiffany Turnpike in Réaumur?	[IN:GET_WEATHER What 's the weather like at [SL:LOCATION 904 Tiffany Turnpike ] in [SL:WEATHER_TEMPERATURE_UNIT Réaumur ] ? ]
weather	Can you tell me the weather for 167 Porter Crescent?	[IN:GET_WEATHER Can you tell me the weather for [SL:LOCATION 167 Porter Crescent ] ? ]
weather	I need to find a place in the valley within 5 miles.	[IN:GET_LOCATION I need to find a place [SLLOCATION_MODIFIER in the valley ] within [SL:SEARCH_RADIUS 5 miles ] . ]
weather	How foggy is the weather for Léonard?	[IN:GET_WEATHER How [SL:WEATHER foggy ] is the weather for [SL:WEATHER_TEMPERATURE_UNIT Léonard ] ? ]
weather	Can you tell me if it's windy and cold at 694 Clayton Lane?	[IN:GET_WEATHER Can you tell me if it 's [SL:WEATHER_ATTRIBUTE windy ] and [SL:WEATHER cold ] at [SL:LOCATION 694 Clayton Lane ] ? ]
weather	What was the sunrise like at 525 Barcelona Viaduct in foggy conditions on 1984-11-22 23:09:46.691469?	[IN:GET_SUNRISE What was the sunrise like at [SL:LOCATION 525 Barcelona Viaduct ] in [SL:WEATHER foggy ] conditions on [SL:DATE_TIME 1984-11-22 23 : 09 : 46.691469 ] ? ]
weather	What can I find in New York, 20 meters away?	[IN:GET_LOCATION What can I find in [SL:LOCATION_USER New York ] , [SL:SEARCH_RADIUS 20 meters ] away ? ]
weather	Could you tell me if it's currently cloudy and windy at 980 Pollard Grove?	[IN:GET_WEATHER Could you tell me if it 's currently [SL:WEATHER_ATTRIBUTE cloudy ] and [SL:WEATHER windy ] at [SL:LOCATION 980 Pollard Grove ] ? ]
weather	There is a specific area 50 meters by the river.	[IN:GET_LOCATION There is a specific area [SL:SEARCH_RADIUS 50 meters ] [SLLOCATION_MODIFIER by the river ] . ]
weather	I wonder what’s available in the suburbs near Los Angeles, within 50 kilometers.	[IN:GET_LOCATION I wonder what’s available [SLLOCATION_MODIFIER in the suburbs ] near [SL:LOCATION_USER Los Angeles ] , within [SL:SEARCH_RADIUS 50 kilometers ] . ]
weather	What are the locations 20 miles in the mountains?	[IN:GET_LOCATION What are the locations [SL:SEARCH_RADIUS 20 miles ] [SLLOCATION_MODIFIER in the mountains ] ? ]
weather	Please let me know the sunset time on 1981-04-13 08:08:03.815890.	[IN:GET_SUNSET Please let me know the sunset time on [SL:DATE_TIME 1981-04-13 08 : 08 : 03.815890 ] . ]
weather	Is it hot or cold at 409 Cassandra Ranch?	[IN:GET_WEATHER Is it [SL:WEATHER_ATTRIBUTE hot ] or [SL:WEATHER cold ] at [SL:LOCATION 409 Cassandra Ranch ] ? ]
weather	I wonder about the sunrise at 1116 Belles Center today, even though it's cloudy.	[IN:GET_SUNRISE I wonder about the sunrise at [SL:LOCATION 1116 Belles Center ] today, even though it 's [SL:WEATHER cloudy ] . ]
weather	Can you find a place near the coast 200 miles from New York?	[IN:GET_LOCATION Can you find a place [SLLOCATION_MODIFIER near the coast ] [SL:SEARCH_RADIUS 200 miles ] from [SL:LOCATION_USER New York ] ? ]
weather	Can you see the sunset from 1279 South Gate Row?	[IN:GET_SUNSET Can you see the sunset from [SL:LOCATION 1279 South Gate Row ] ? ]
weather	Is the weather cloudy in Planck?	[IN:GET_WEATHER Is the weather [SL:WEATHER cloudy ] in [SL:WEATHER_TEMPERATURE_UNIT Planck ] ? ]
weather	Many people enjoy visiting areas in Paris on the outskirts.	[IN:GET_LOCATION Many people enjoy visiting areas in [SL:LOCATION_USER Paris ] [SLLOCATION_MODIFIER on the outskirts ] . ]
weather	I wonder if the weather is chilly and snowy in Delisle, especially at 916 Stanley Creek.	[IN:GET_WEATHER I wonder if the weather is [SL:WEATHER_ATTRIBUTE chilly ] and [SL:WEATHER snowy ] in [SL:WEATHER_TEMPERATURE_UNIT Delisle ] , especially at [SL:LOCATION 916 Stanley Creek ] . ]
weather	Will the sunset be beautiful at 115 Cosgrove Row?	[IN:GET_SUNSET Will the sunset be beautiful at [SL:LOCATION 115 Cosgrove Row ] ? ]
weather	Could you tell me the weather at 1313 Friedell Street, Léger?	[IN:GET_WEATHER Could you tell me the weather at [SL:LOCATION 1313 Friedell Street ] , [SL:WEATHER_TEMPERATURE_UNIT Léger ] ? ]
weather	Can you find it within 1 mile?	[IN:GET_LOCATION Can you find it within [SL:SEARCH_RADIUS 1 mile ] ? ]
weather	I would like to know the sunrise at 1077 Milton Glen on 1996-10-04 10:52:38.722369.	[IN:GET_SUNRISE I would like to know the sunrise at [SL:LOCATION 1077 Milton Glen ] on [SL:DATE_TIME 1996-10-04 10 : 52 : 38.722369 ] . ]
weather	At 197 Warren Terrace, the snowy weather affects the sunset beautifully.	[IN:GET_SUNSET At [SL:LOCATION 197 Warren Terrace ] , the [SL:WEATHER snowy ] weather affects the sunset beautifully . ]
weather	Can we view the sunset from 754 Continuum Street?	[IN:GET_SUNSET Can we view the sunset from [SL:LOCATION 754 Continuum Street ] ? ]
weather	What time does the sunset occur at 807 Julius Terrace?	[IN:GET_SUNSET What time does the sunset occur at [SL:LOCATION 807 Julius Terrace ] ? ]
weather	What time is sunrise in cold 1163 Norwich Park?	[IN:GET_SUNRISE What time is sunrise in [SL:WEATHER cold ] [SL:LOCATION 1163 Norwich Park ] ? ]
weather	Please check if it's within 5 kilometers of here.	[IN:GET_LOCATION Please check if it 's within [SL:SEARCH_RADIUS 5 kilometers ] of here . ]
weather	I would like to know the sunrise time at 694 Nancy Pelosi Trace, especially since it's humid.	[IN:GET_SUNRISE I would like to know the sunrise time at [SL:LOCATION 694 Nancy Pelosi Trace ] , especially since it 's [SL:WEATHER humid ] . ]
weather	Considering the thunderstorm, what's the sunset time at 349 Troy Ranch on 2000-03-18 21:47:46.243888?	[IN:GET_SUNSET Considering the [SL:WEATHER thunderstorm ] , what 's the sunset time at [SL:LOCATION 349 Troy Ranch ] on [SL:DATE_TIME 2000-03-18 21 : 47 : 46.243888 ] ? ]
weather	Can you tell me the sunrise time for 996 Ware Station?	[IN:GET_SUNRISE Can you tell me the sunrise time for [SL:LOCATION 996 Ware Station ] ? ]
weather	Can you tell me if it's windy and overcast at 1329 Blanche Crescent in Rankine?	[IN:GET_WEATHER Can you tell me if it 's [SL:WEATHER_ATTRIBUTE windy ] and [SL:WEATHER overcast ] at [SL:LOCATION 1329 Blanche Crescent ] in [SL:WEATHER_TEMPERATURE_UNIT Rankine ] ? ]
weather	On 1978-09-18 12:12:14.040446, it was snowy at 1155 Concourse Path.	[IN:GET_WEATHER On [SL:DATE_TIME 1978-09-18 12 : 12 : 14.040446 ] , it was [SL:WEATHER snowy ] at [SL:LOCATION 1155 Concourse Path ] . ]
weather	I'm looking for places in Berlin, by the river, within 2 miles.	[IN:GET_LOCATION I 'm looking for places in [SL:LOCATION_USER Berlin ] , [SLLOCATION_MODIFIER by the river ] , within [SL:SEARCH_RADIUS 2 miles ] . ]
weather	Given the rainy conditions, will the sun rise at 453 Amity Alley?	[IN:GET_SUNRISE Given the [SL:WEATHER rainy ] conditions, will the sun rise at [SL:LOCATION 453 Amity Alley ] ? ]
weather	What is located 30 kilometers in the city center?	[IN:GET_LOCATION What is located [SL:SEARCH_RADIUS 30 kilometers ] [SLLOCATION_MODIFIER in the city center ] ? ]
weather	Can you tell me the location in 2 miles?	[IN:GET_LOCATION Can you tell me the location in [SL:SEARCH_RADIUS 2 miles ] ? ]
weather	I'm curious when sunrise occurs at 1013 Gene Friend Stravenue, especially with snowy conditions.	[IN:GET_SUNRISE I 'm curious when sunrise occurs at [SL:LOCATION 1013 Gene Friend Stravenue ] , especially with [SL:WEATHER snowy ] conditions . ]
weather	During hot days, what time is sunrise at 1312 Junior Walk?	[IN:GET_SUNRISE During [SL:WEATHER hot ] days, what time is sunrise at [SL:LOCATION 1312 Junior Walk ] ? ]
weather	Is it true that you are in the valley?	[IN:GET_LOCATION Is it true that you are [SLLOCATION_MODIFIER in the valley ] ? ]
weather	Can we find Tokyo on the outskirts?	[IN:GET_LOCATION Can we find [SL:LOCATION_USER Tokyo ] [SLLOCATION_MODIFIER on the outskirts ] ? ]
weather	What is the Gas Mark for stormy weather at 1106 Pinar Row?	[IN:GET_WEATHER What is the [SL:WEATHER_TEMPERATURE_UNIT Gas Mark ] for [SL:WEATHER stormy ] weather at [SL:LOCATION 1106 Pinar Row ] ? ]
weather	What's the weather at 242 Alder Bayou?	[IN:GET_WEATHER What 's the weather at [SL:LOCATION 242 Alder Bayou ] ? ]
weather	Is the sunrise happening in humid weather?	[IN:GET_SUNRISE Is the sunrise happening in [SL:WEATHER humid ] weather ? ]
weather	I would like to check a location 100 meters on the beach in the morning.	[IN:GET_LOCATION I would like to check a location [SL:SEARCH_RADIUS 100 meters ] [SLLOCATION_MODIFIER on the beach ] in the morning . ]
weather	What is the weather at 354 Duncombe Glen in Kelvin?	[IN:GET_WEATHER What is the weather at [SL:LOCATION 354 Duncombe Glen ] in [SL:WEATHER_TEMPERATURE_UNIT Kelvin ] ? ]
weather	I'm curious about the sunrise at 744 Dorcas Trail on 2006-02-14 15:45:03.722160 when it was cloudy.	[IN:GET_SUNRISE I 'm curious about the sunrise at [SL:LOCATION 744 Dorcas Trail ] on [SL:DATE_TIME 2006-02-14 15 : 45 : 03.722160 ] when it was [SL:WEATHER cloudy ] . ]
weather	Could you tell me if it’s near the coast?	[IN:GET_LOCATION Could you tell me if it’s [SLLOCATION_MODIFIER near the coast ] ? ]
weather	Toronto is conveniently located close to the airport.	[IN:GET_LOCATION [SL:LOCATION_USER Toronto ] is conveniently located [SLLOCATION_MODIFIER close to the airport ] . ]
weather	Can you tell me the sunset time at 919 Turner Place?	[IN:GET_SUNSET Can you tell me the sunset time at [SL:LOCATION 919 Turner Place ] ? ]
weather	Are you in Toronto?	[IN:GET_LOCATION Are you in [SL:LOCATION_USER Toronto ] ? ]
weather	Can you tell me if it's stormy in Celsius?	[IN:GET_WEATHER Can you tell me if it 's [SL:WEATHER_ATTRIBUTE stormy ] in [SL:WEATHER_TEMPERATURE_UNIT Celsius ] ? ]
weather	The weather seems to be cloudy and windy today.	[IN:GET_WEATHER The weather seems to be [SL:WEATHER_ATTRIBUTE cloudy ] and [SL:WEATHER windy ] today . ]
weather	Look for a spot within 30 kilometers in the city center of Rio de Janeiro.	[IN:GET_LOCATION Look for a spot within [SL:SEARCH_RADIUS 30 kilometers ] [SLLOCATION_MODIFIER in the city center ] of [SL:LOCATION_USER Rio de Janeiro ] . ]
weather	Can you tell me when the sun rises at 461 Kirkham Stravenue?	[IN:GET_SUNRISE Can you tell me when the sun rises at [SL:LOCATION 461 Kirkham Stravenue ] ? ]
weather	Please provide the sunrise time for 33 Avenue D Point on 2022-09-23 14:58:39.801896.	[IN:GET_SUNRISE Please provide the sunrise time for [SL:LOCATION 33 Avenue D Point ] on [SL:DATE_TIME 2022-09-23 14 : 58 : 39.801896 ] . ]
weather	Is the sunset at 440 Leland Path?	[IN:GET_SUNSET Is the sunset at [SL:LOCATION 440 Leland Path ] ? ]
weather	I'm curious if the weather is windy in Rankine.	[IN:GET_WEATHER I 'm curious if the weather is [SL:WEATHER windy ] in [SL:WEATHER_TEMPERATURE_UNIT Rankine ] . ]
weather	Where is the location in Mumbai within 10 kilometers?	[IN:GET_LOCATION Where is the location in [SL:LOCATION_USER Mumbai ] within [SL:SEARCH_RADIUS 10 kilometers ] ? ]
weather	I'd like to know the sunrise time at 401 Harlow Glen on 1982-07-31 13:48:13.790318.	[IN:GET_SUNRISE I 'd like to know the sunrise time at [SL:LOCATION 401 Harlow Glen ] on [SL:DATE_TIME 1982-07-31 13 : 48 : 13.790318 ] . ]
weather	Could you tell me about the freezing rain at 37 Forest Hill in Réaumur, please?	[IN:GET_WEATHER Could you tell me about the [SL:WEATHER freezing rain ] at [SL:LOCATION 37 Forest Hill ] in [SL:WEATHER_TEMPERATURE_UNIT Réaumur ] , please ? ]
weather	Can you tell me about the weather at 23 Springfield Extension, specifically if it is overcast and rainy?	[IN:GET_WEATHER Can you tell me about the weather at [SL:LOCATION 23 Springfield Extension ] , specifically if it is [SL:WEATHER_ATTRIBUTE overcast ] and [SL:WEATHER rainy ] ? ]
weather	Are you in Berlin?	[IN:GET_LOCATION Are you in [SL:LOCATION_USER Berlin ] ? ]
weather	What time does the sunset occur at 964 Brewster Green?	[IN:GET_SUNSET What time does the sunset occur at [SL:LOCATION 964 Brewster Green ] ? ]
weather	I wonder if Berlin is located 5 miles at the beach.	[IN:GET_LOCATION I wonder if [SL:LOCATION_USER Berlin ] is located [SL:SEARCH_RADIUS 5 miles ] [SLLOCATION_MODIFIER at the beach ] . ]
weather	Could you tell me about the drizzly weather at 981 Palace Of Fine Arts Crossing in Delisle?	[IN:GET_WEATHER Could you tell me about the [SL:WEATHER_ATTRIBUTE drizzly ] weather at [SL:LOCATION 981 Palace Of Fine Arts Crossing ] in [SL:WEATHER_TEMPERATURE_UNIT Delisle ] ? ]
weather	The weather in Léger, specifically at 870 Wilde Square, is both stormy and hot today.	[IN:GET_WEATHER The weather in [SL:WEATHER_TEMPERATURE_UNIT Léger ] , specifically at [SL:LOCATION 870 Wilde Square ] , is both [SL:WEATHER_ATTRIBUTE stormy ] and [SL:WEATHER hot ] today . ]
weather	At 780 Burke Cove, the sunset looks cloudy today.	[IN:GET_SUNSET At [SL:LOCATION 780 Burke Cove ] , the sunset looks [SL:WEATHER cloudy ] today . ]
weather	On 1977-07-04 18:59:52.729778, was it snowy at 1010 Berkeley Highway?	[IN:GET_WEATHER On [SL:DATE_TIME 1977-07-04 18 : 59 : 52.729778 ] , was it [SL:WEATHER_ATTRIBUTE snowy ] at [SL:LOCATION 1010 Berkeley Highway ] ? ]
weather	I would like to know the sunset at 1183 Le Conte Court on 2003-12-16 23:23:28.544680.	[IN:GET_SUNSET I would like to know the sunset at [SL:LOCATION 1183 Le Conte Court ] on [SL:DATE_TIME 2003-12-16 23 : 23 : 28.544680 ] . ]
weather	The forecast suggests it might be windy and stormy.	[IN:GET_WEATHER The forecast suggests it might be [SL:WEATHER_ATTRIBUTE windy ] and [SL:WEATHER stormy ] . ]
weather	Please locate Toronto, ideally within 30 kilometers.	[IN:GET_LOCATION Please locate [SL:LOCATION_USER Toronto ] , ideally within [SL:SEARCH_RADIUS 30 kilometers ] . ]
weather	I wonder if the weather at 566 Edgewood Landing is mild today.	[IN:GET_WEATHER I wonder if the weather at [SL:LOCATION 566 Edgewood Landing ] is [SL:WEATHER_ATTRIBUTE mild ] today . ]
weather	Can you tell me Tokyo at the airport?	[IN:GET_LOCATION Can you tell me [SL:LOCATION_USER Tokyo ] [SLLOCATION_MODIFIER at the airport ] ? ]
weather	The weather seems to be both snowy and foggy.	[IN:GET_WEATHER The weather seems to be both [SL:WEATHER_ATTRIBUTE snowy ] and [SL:WEATHER foggy ] . ]
weather	Can you find Cape Town in 30 kilometers?	[IN:GET_LOCATION Can you find [SL:LOCATION_USER Cape Town ] in [SL:SEARCH_RADIUS 30 kilometers ] ? ]
weather	I'm looking for a place at the beach within 25 kilometers of Los Angeles.	[IN:GET_LOCATION I 'm looking for a place [SLLOCATION_MODIFIER at the beach ] within [SL:SEARCH_RADIUS 25 kilometers ] of [SL:LOCATION_USER Los Angeles ] . ]
weather	Can we find a spot at a high elevation within 1 kilometer?	[IN:GET_LOCATION Can we find a spot [SLLOCATION_MODIFIER at a high elevation ] within [SL:SEARCH_RADIUS 1 kilometer ] ? ]
weather	The shop is 20 meters in the city center, right?	[IN:GET_LOCATION The shop is [SL:SEARCH_RADIUS 20 meters ] [SLLOCATION_MODIFIER in the city center ] , right ? ]
weather	Can you tell me the sunrise for sunny 1010 May Motorway?	[IN:GET_SUNRISE Can you tell me the sunrise for [SL:WEATHER sunny ] [SL:LOCATION 1010 May Motorway ] ? ]
weather	I need to see options within 200 kilometers in the city center.	[IN:GET_LOCATION I need to see options within [SL:SEARCH_RADIUS 200 kilometers ] [SLLOCATION_MODIFIER in the city center ] . ]
weather	Can you tell me Delisle's current weather?	[IN:GET_WEATHER Can you tell me [SL:WEATHER_TEMPERATURE_UNIT Delisle ] 's current weather ? ]
weather	What time is sunset at 915 Crescent Boulevard?	[IN:GET_SUNSET What time is sunset at [SL:LOCATION 915 Crescent Boulevard ] ? ]
weather	Could you tell me when the sunrise happens snowy at 839 Lindsay Lane?	[IN:GET_SUNRISE Could you tell me when the sunrise happens [SL:WEATHER snowy ] at [SL:LOCATION 839 Lindsay Lane ] ? ]
weather	I'm curious about the sunset time at 302 Garlington Walk on a rainy day.	[IN:GET_SUNSET I 'm curious about the sunset time at [SL:LOCATION 302 Garlington Walk ] on a [SL:WEATHER rainy ] day . ]
weather	Can you tell me if it's rainy at Léonard's 387 Fauntleroy Gardens?	[IN:GET_WEATHER Can you tell me if it 's [SL:WEATHER rainy ] at [SL:WEATHER_TEMPERATURE_UNIT Léonard ] 's [SL:LOCATION 387 Fauntleroy Gardens ] ? ]
weather	Please search for places in Berlin within 5 kilometers.	[IN:GET_LOCATION Please search for places in [SL:LOCATION_USER Berlin ] within [SL:SEARCH_RADIUS 5 kilometers ] . ]
weather	Can you see the sunset at 817 Elm Square?	[IN:GET_SUNSET Can you see the sunset at [SL:LOCATION 817 Elm Square ] ? ]
weather	I need a place in Paris within 10 kilometers.	[IN:GET_LOCATION I need a place in [SL:LOCATION_USER Paris ] within [SL:SEARCH_RADIUS 10 kilometers ] . ]
weather	Can you find places within 5 kilometers of Rio de Janeiro?	[IN:GET_LOCATION Can you find places within [SL:SEARCH_RADIUS 5 kilometers ] of [SL:LOCATION_USER Rio de Janeiro ] ? ]
weather	Is it 10 miles near the coast?	[IN:GET_LOCATION Is it [SL:SEARCH_RADIUS 10 miles ] [SLLOCATION_MODIFIER near the coast ] ? ]
weather	I would like to know the current temperature in Rankine.	[IN:GET_WEATHER I would like to know the current temperature in [SL:WEATHER_TEMPERATURE_UNIT Rankine ] . ]
weather	What locations can we find in London, 30 kilometers at the beach?	[IN:GET_LOCATION What locations can we find in [SL:LOCATION_USER London ] , [SL:SEARCH_RADIUS 30 kilometers ] [SLLOCATION_MODIFIER at the beach ] ? ]
weather	Does the user reside in downtown Sydney?	[IN:GET_LOCATION Does the user reside in [SLLOCATION_MODIFIER downtown ] [SL:LOCATION_USER Sydney ] ? ]
weather	I'm looking for locations in Sydney within 10 kilometers close to the airport.	[IN:GET_LOCATION I 'm looking for locations in [SL:LOCATION_USER Sydney ] within [SL:SEARCH_RADIUS 10 kilometers ] [SLLOCATION_MODIFIER close to the airport ] . ]
